"","mse","specificity","sensitivity","model","sample_size"
"output_model9_rep1000_n1500.RData.244",0.0928788985882497,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.245",0.0909765284425716,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.246",0.0883643222510019,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.247",0.0871120896218987,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.248",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.249",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.250",0.0968278189957562,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.251",0.0750675529392271,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.252",0.0909857930772805,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.253",0.104781353216015,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.254",0.0855293560590753,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.255",0.0948125366528572,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.256",0.0832770521170525,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.257",0.0853028523309636,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.258",0.0890608296341141,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.259",0.106208792051545,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.260",0.086917588951743,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.261",0.0784337678566973,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.262",0.0905887127373855,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.263",0.100508435132867,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.264",0.0921544376819259,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.265",0.117999607462598,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.266",0.0762000375391272,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.267",0.114479553876809,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.268",0.075305544241413,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.269",0.0904671359607805,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.270",0.0764648936605158,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.271",0.109816104927578,0.933333333333333,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.272",0.0948265697203809,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.273",0.0881262182070329,0.6,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.274",0.0634677305826094,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.275",0.0599741415184885,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.276",0.0958978250656701,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.277",0.0907673600869435,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.278",0.0773290327124701,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.279",0.0916853420824474,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.280",0.0861382365865263,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.281",0.0993155060071484,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.282",0.0863067529583445,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.283",0.0780388383823236,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.284",0.102740092312418,0.933333333333333,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.285",0.0872866062193782,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.286",0.083543833615545,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.287",0.0934562790939582,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.288",0.101759075559176,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.289",0.0905131845559766,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.290",0.0787713610006225,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.291",0.0761443604172258,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.292",0.0890898308522258,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.293",0.0606137715803612,0.733333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.294",0.0711458591601371,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.295",0.0926708904582726,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.296",0.0760205322769534,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.297",0.0973090367136452,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.298",0.0675040344126113,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.299",0.0806598123283601,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.300",0.0964320082350026,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.301",0.0741817901914254,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.302",0.0718259250430555,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.303",0.0819613012587518,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.304",0.0904099270418701,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.305",0.0873290976515163,0.8,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.306",0.0894837503859408,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.307",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.308",0.0919305792367876,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.309",0.0659193531869151,0.866666666666667,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.310",0.0645881028458561,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.311",0.095912762329242,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.312",0.095731091354605,0.666666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.313",0.113154562200057,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.314",0.102943148685652,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.315",0.08493597040609,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.316",0.0854583090969506,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.317",0.107937843690703,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.318",0.099991381742408,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.319",0.0779441007821729,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.320",0.0776257710266315,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.321",0.0713916856733209,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.322",0.107790287309849,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.323",0.0923350403021405,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.324",0.0964660321379379,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.325",0.0539803400001764,0.8,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.326",0.0756377357622626,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.327",0.0796183391599778,0.933333333333333,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.328",0.0720333292358008,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.329",0.0937520335180524,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.330",0.088566175754292,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.331",0.0767767382361976,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.332",0.094558528901086,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.333",0.08714119215842,0.8,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.334",0.102129602344206,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.335",0.0765292378957051,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.336",0.0765145084919883,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.337",0.09161383458701,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.338",0.0952730315109797,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.339",0.0704692914203732,0.666666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.340",0.0872081943979315,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.341",0.08798733200432,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.342",0.0758017427723168,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.343",0.0814941495274729,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.344",0.082527582765302,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.345",0.0910092765366175,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.346",0.0718231094474035,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.347",0.0959938770744385,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.348",0.0798811603886146,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.349",0.0762648847049769,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.350",0.0833470634824774,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.351",0.091826050937656,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.352",0.0865085204786064,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.353",0.0636951609809381,0.933333333333333,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.354",0.0703164030123887,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.355",0.0863361319402874,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.356",0.071266222469788,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.357",0.0891737710264043,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.358",0.0835047239892721,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.359",0.0731047408655593,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.360",0.0859544802153595,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.361",0.104833320070389,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.362",0.0749308048701644,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.363",0.0833005642126847,0.866666666666667,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.364",0.0851047492889623,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.365",0.0568985605027916,0.733333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.366",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.367",0.0811707816406518,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.368",0.12163401401194,1,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.369",0.0999679837835065,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.370",0.0975462667014421,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.371",0.0846210130952981,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.372",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.373",0.0935799826448067,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.374",0.0997802752670729,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.375",0.102646701271481,0.933333333333333,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.376",0.094534513475352,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.377",0.0816026805727427,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.378",0.0865367564256599,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.379",0.101995730685398,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.380",0.0709991763109299,1,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.381",0.0823953387020415,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.382",0.0830144713897082,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.383",0.0844999410373487,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.384",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.385",0.0939107419175585,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.386",0.0894052509849033,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.387",0.0752741146021655,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.388",0.0799457231429716,0.866666666666667,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.389",0.101909473832726,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.390",0.0926080086335222,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.391",0.0983870740589483,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.392",0.090107431249816,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.393",0.086947518892208,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.394",0.0981253092855415,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.395",0.0847303759490542,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.396",0.0907906657887078,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.397",0.0772359944462708,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.398",0.0904830245188905,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.399",0.0963854796728592,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.400",0.0873164022846353,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.401",0.102829372103727,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.402",0.0857216254358115,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.403",0.0813876757500056,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.404",0.0940605655807324,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.405",0.0677606333489116,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.406",0.100524705513278,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.407",0.0923184442308848,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.408",0.0631295932683376,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.409",0.086205851804124,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.410",0.0860036297232067,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.411",0.0863114557357837,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.412",0.0971192311318,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.413",0.0948151919299363,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.414",0.0793347894151604,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.415",0.0883650829525895,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.416",0.073762491491624,0.933333333333333,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.417",0.108444963838692,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.418",0.0881752687220243,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.419",0.077553689724963,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.420",0.107775567254319,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.421",0.0796867620821108,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.422",0.0752851824372662,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.423",0.0655958434646301,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.424",0.0787812868478806,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.425",0.0800470146002092,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.426",0.0474025833730254,1,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.427",0.0795153966637488,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.428",0.0966214809236832,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.429",0.0966355920068657,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.430",0.104513905515629,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.431",0.0949971124003164,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.432",0.106413884863485,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.433",0.0961709845172197,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.434",0.0992424315114213,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.435",0.0794524321842549,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.436",0.107512851122189,0.866666666666667,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.437",0.117841615645257,1,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.438",0.106956125805036,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.439",0.076579139006128,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.440",0.0897081164945715,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.441",0.0957684760182988,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.442",0.0918807328082122,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.443",0.110784483536694,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.444",0.11438877268622,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.445",0.0827586175207554,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.446",0.0807404678899809,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.447",0.0652428380910945,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.448",0.0865809580560146,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.449",0.0843999575288393,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.450",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.451",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.452",0.098632191407363,0.866666666666667,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.453",0.0997866215214895,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.454",0.076564902373148,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.455",0.0870493623381353,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.456",0.0840831926487918,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.457",0.0686532112589831,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.458",0.0780209225516135,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.459",0.0927235721612891,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.460",0.0989614830497097,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.461",0.0932106885761668,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.462",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.463",0.10767906868909,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.464",0.0816711093598288,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.465",0.0817852097289503,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.466",0.0926003412705751,0.933333333333333,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.467",0.0720819269858829,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.468",0.0999537373548487,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.469",0.107119843010852,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.470",0.067434123015597,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.471",0.0781240468909064,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.472",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.473",0.0959735275304149,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.474",0.0841374699104143,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.475",0.0973415701472318,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.476",0.0807743259422031,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.477",0.0918768699795264,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.478",0.079630492570033,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.479",0.0810293328914504,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.480",0.0888731212516533,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.481",0.0680483822644658,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.482",0.091764162100457,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.483",0.108909387566721,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.484",0.0747768004391088,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.485",0.0878158408801147,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.486",0.0984252624376092,0.866666666666667,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.487",0.114599950489942,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.488",0.0667836484572893,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.489",0.0905129332114192,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.490",0.100686550747363,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.491",0.0723764713182053,0.666666666666667,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.492",0.0980903934766101,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.493",0.0962931696344079,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.494",0.0768022322025042,0.866666666666667,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.495",0.06575028575337,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.496",0.0841984312465891,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.497",0.0912694167128918,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.498",0.0740471765422084,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.499",0.110932565430792,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.500",0.0810886882468234,0.866666666666667,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.501",0.0870060359853421,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.502",0.0980077282447477,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.503",0.0713390560331896,1,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.504",0.0943876361647101,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.505",0.0899288648612014,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.506",0.0828425073026328,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.507",0.0717204003996866,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.508",0.0898285795738972,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.509",0.077324731445054,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.510",0.0909783729451439,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.511",0.0718292433779552,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.512",0.0839626564245683,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.513",0.127205649097638,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.514",0.0865281948066514,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.515",0.0790808225120255,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.516",0.107503400982505,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.517",0.0783302827094734,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.518",0.0739071368193884,0.8,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.519",0.0719142629304869,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.520",0.0786168628905181,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.521",0.0793250341929832,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.522",0.0896061424028635,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.523",0.0869882012088257,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.524",0.0941460072044009,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.525",0.0873754848210137,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.526",0.0995807358645865,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.527",0.0881606906502472,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.528",0.0953051339808114,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.529",0.0908110957388443,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.530",0.0988051937355058,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.531",0.0840961604556548,0.866666666666667,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.532",0.0883369567058685,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.533",0.0873936278799922,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.534",0.0751448823778665,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.535",0.0925769583628808,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.536",0.087104489267847,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.537",0.117663824398795,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.538",0.0835006820352648,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.539",0.0656144892194438,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.540",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.541",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.542",0.0842078671874164,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.543",0.0990381859826942,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.544",0.0918654010110863,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.545",0.098929148283135,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.546",0.0736035327746517,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.547",0.0955662075758262,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.548",0.071855077239539,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.549",0.077804013249089,1,0.608695652173913,9,1500
